BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Spudski,Mobile caterer,2-4 Wokingham Road,Reading,,RG6 1JG,5,2025-04-29,Reading,5,0,0,-0.94855,51.45278
SRI Sadguru Seva,Restaurant/Cafe/Canteen,56 Nightingale Way Reading,Reading,,RG30 1FF,5,2026-08-06,Reading,0,5,0,-0.9941339,51.4590822
St Anthony Store,Retailers - other,7 Whitley Street,Reading,,RG2 0EG,4,2025-09-11,Reading,5,5,10,-0.9656221,51.4461513
St Johns CE Primary School,School/college/university,121-147 Orts Road,Reading,,RG1 3JN,5,2025-02-26,Reading,5,5,5,-0.9526988,51.4550373
St Lukes & The Oaks Residential Home,Hospitals/Childcare/Caring Premises,Marshland Square,Emmer Green,Reading,RG4 8RP,5,2025-12-12,Reading,0,5,5,,
St Matthews Church,Other catering premises,205 Southcote Lane,Reading,,RG30 3AX,5,2023-08-03,Reading,5,5,0,-1.0113642,51.4409351
Starbucks at Reading Rail Station Concourse,Restaurant/Cafe/Canteen,Station Approach,Reading,,,5,2025-04-03,Reading,0,5,0,,
Starbucks Coffee Company,Restaurant/Cafe/Canteen,Unit 5 Reading Link Retail Park,Rose Kiln Lane,Reading,RG2 0SN,5,2026-03-12,Reading,0,5,0,-0.9779641,51.4436046
Starbucks Coffee Shop,Restaurant/Cafe/Canteen,6 King Street,Reading,,RG1 2HB,5,2026-08-11,Reading,0,5,0,-0.9698076,51.45518
Starbucks Kiosk at Reading Station,Takeaway/sandwich shop,Station Approach,Reading,,RG1 1LY,5,2025-09-25,Reading,0,5,0,-0.97266395,51.45874139
Station Spuds and Grill,Mobile caterer,Reading Train Station,Entrance 2,Trooper Potts Way,RG1 8AC,5,2026-08-14,Reading,5,5,5,,
Steak and Smash,Mobile caterer,Flat 20 Cadogan House Rose Kiln Lane,Reading,,RG2 0HP,5,2025-03-21,Reading,5,0,5,-0.9758951,51.4449018
Stepping Stones Preschool,Hospitals/Childcare/Caring Premises,1 Dunsfold Road,Tilehurst,Reading,RG30 2NP,5,2025-10-23,Reading,5,5,5,-1.0285753,51.4530291
Stir Food at The Avenue Special School,School/college/university,Conwy Close,Tilehurst,Reading,RG30 4BZ,5,2026-05-12,Reading,0,5,5,,
Stir Fry Caversham,Takeaway/sandwich shop,36a Church Street,Caversham,Reading,RG4 8AU,2,2026-03-16,Reading,10,15,10,-0.9736729,51.4676681
Stokrotka,Retailers - other,43 Whitley Street,Reading,,RG2 0EG,4,2024-05-06,Reading,10,5,5,-0.9651936,51.4453742
Stop and Taste,Restaurant/Cafe/Canteen,3 Cavendish Road,Reading,,RG4 8XU,3,2025-11-28,Reading,10,5,10,,
Subway,Takeaway/sandwich shop,146 Wokingham Road,Reading,,RG6 1JL,5,2025-06-24,Reading,5,5,5,-0.9380453,51.4489529
Subway,Takeaway/sandwich shop,21 Oxford Road,Reading,,RG1 7QG,5,2025-05-17,Reading,5,5,5,-0.9763416,51.4551834
Subway,Takeaway/sandwich shop,234a Shinfield Road,Reading,,RG2 8EX,4,2026-02-10,Reading,10,5,5,-0.9466479,51.4278096
Subway,Takeaway/sandwich shop,7 Gun Street,Reading,,RG1 2JR,5,2024-07-09,Reading,0,5,5,-0.9730168,51.4539044
Subway,Takeaway/sandwich shop,Moulsford Mews,Reading,,RG30 1AP,5,2026-03-25,Reading,5,5,5,-0.99777003,51.45971832
Subway,Restaurant/Cafe/Canteen,Unit 10 Brunel Retail Park Rose Kiln Lane,Reading,,RG2 0HS,5,2025-01-16,Reading,0,0,5,-0.973436,51.435223
Subway,Restaurant/Cafe/Canteen,Unit 4 Brunel Arcade Station Approach,Reading,,RG1 1LT,5,2025-10-28,Reading,0,5,5,-0.9715063,51.4583692
Sue Cantwell,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Sue Ryder,Retailers - other,6-8 Oxford Road,Reading,Berkshire,RG1 7LA,Exempt,,Reading,,,,-0.9759722,51.4556118
Sue Ryder Care,Hospitals/Childcare/Caring Premises,22 Liebenrood Road,Reading,,RG30 2DX,5,2026-06-30,Reading,5,0,5,-1.0018427,51.4493607
Sue Ryder Shop,Retailers - other,119 Wokingham Road,Reading,,RG6 1LH,Exempt,,Reading,,,,-0.9361632,51.4482075
Sugar Land Sweets UK,Retailers - other,Paddock Road,Caversham,Reading,RG4 5BY,4,2024-07-19,Reading,5,0,10,,
Sultan Halal,Retailers - other,403 Oxford Road,Reading,,RG30 1HA,4,2025-05-21,Reading,5,5,10,-0.9959411,51.4566479
Sultan Halal Meats,Retailers - other,80 Tean House Havergate Way,Reading,,RG2 0GU,5,2026-03-03,Reading,5,5,0,-0.9753665,51.4305911
Sume,Restaurant/Cafe/Canteen,3 Broad Street,Reading,,RG1 2BH,4,2026-04-28,Reading,10,5,5,-0.9702942,51.4553012
Sunshine Chinese Takeaway,Takeaway/sandwich shop,893 Oxford Road,Reading,,RG30 6TR,3,2026-02-24,Reading,10,10,10,-1.0225637,51.4669887
Super Convenience,Retailers - other,125 Friar Street,Reading,,RG1 1EP,AwaitingInspection,,Reading,,,,-0.9740237,51.4565029
Super Delight,Retailers - other,125 Friar Street,Reading,,RG1 1EP,5,2025-12-01,Reading,5,5,0,-0.9740237,51.4565029
Super Fire Gym,Other catering premises,19 Boulton Road,Reading,,RG2 0NH,5,2024-04-26,Reading,0,5,5,-0.9728116,51.4367642
Super Striker Fundraisers at Katesgrove Primary School,School/college/university,Dorothy Street,Reading,,RG1 2NL,4,2026-02-27,Reading,5,5,10,-0.97162515,51.4496514
Superdrug Stores,Retailers - other,47-49 Church Street,Caversham,Reading,RG4 8BA,Exempt,,Reading,,,,-0.9740539,51.4673657
Superdrug Stores,Retailers - other,55-59 Broad Street,Reading,,RG1 2AF,Exempt,,Reading,,,,-0.9741979,51.4557941
Superdrug Stores at Broad St Mall,Retailers - other,Broad Street,Reading,,RG1 7QE,Exempt,,Reading,,,,,
Supersave Convenience,Retailers - other,234 Northumberland Avenue,Reading,,RG2 7QA,4,2025-08-08,Reading,5,5,10,-0.9627028,51.4327546
Supreme Facilites,Other catering premises,648-654 Oxford Road,Reading,,RG30 1EH,4,2025-11-10,Reading,0,10,5,-1.0067942,51.4599414
Sure Hotel by Best Western Reading,Hotel/bed & breakfast/guest house,39 Christchurch Road,Reading,,RG2 7AN,5,2025-03-05,Reading,0,0,5,-0.96159,51.4443892
Sure Start Whitley Nursery,Hospitals/Childcare/Caring Premises,252-260 Northumberland Avenue,Reading,,RG2 7QA,5,2026-06-19,Reading,0,0,5,-0.9630604,51.4322093
Surpal Food and Wine,Retailers - other,225A London Road,Reading,,,5,2026-05-11,Reading,5,0,5,,
Sushi Daily at Waitrose,Retailers - other,51 Church Street,Caversham,Reading,RG4 8AY,5,2026-03-18,Reading,0,0,0,-0.9736245,51.4672541
Sushi Daily at Waitrose,Retailers - other,980 Oxford Road,Tilehurst,Reading,RG30 6WR,5,2025-10-29,Reading,5,0,0,-1.0191212,51.4657281
Sushi Mania,Restaurant/Cafe/Canteen,9 Queens Walk,Reading,,RG1 7QF,4,2026-05-13,Reading,5,10,5,-0.9763454,51.4543652
Suzi’s Sweet Treats,Mobile caterer,2 Tay Road,Reading,,RG30 4DR,5,2026-08-11,Reading,0,0,5,-1.0201818,51.4565291
Swaadish Fried Chicken by The Bowler Gourmet Balls,Mobile caterer,Blue Collar Corner 15 Hosier Street,Reading,,RG1 7QL,5,2026-04-30,Reading,0,5,0,,
Swarasya Authentic Indian,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Sweeney & Todd,Restaurant/Cafe/Canteen,10 Castle Street,Reading,,RG1 7RD,5,2024-11-19,Reading,5,5,5,-0.9744883,51.4537465
Sweet Cloud Cakery,Other catering premises,50 Corwen Road,Tilehurst,Reading,RG30 4SJ,5,2021-03-09,Reading,0,0,0,-1.0335805,51.4545451
Sweets and More,Other catering premises,,,,,3,2025-07-29,Reading,5,10,10,,
Taco Bell,Restaurant/Cafe/Canteen,207-211 Broad Street,Reading,,RG1 7QH,4,2026-06-30,Reading,5,10,5,-0.9753815,51.4549952
Take Your Time,Restaurant/Cafe/Canteen,Unit 5A First Floor The Village 19-23 King Street,Reading,,RG1 2HG,3,2025-11-18,Reading,10,10,10,-0.96969,51.45479
Tanatan,Restaurant/Cafe/Canteen,45 London Street,Reading,,RG1 4PS,4,2026-04-15,Reading,5,10,5,-0.9680235,51.4526016
Tania Baked Goods,Other catering premises,,,,,5,2026-01-08,Reading,0,5,0,,
Tariq Halal Meats Reading,Retailers - other,477 Oxford Road,Reading,,RG30 1HF,5,2025-08-20,Reading,5,0,5,-0.9990215,51.4572947
Taste of Malabar,Other catering premises,,,,,4,2024-10-04,Reading,5,5,10,,
Taste5,Retailers - supermarkets/hypermarkets,132 Friar Street,Reading,,RG1 1EP,5,2026-06-10,Reading,5,5,5,-0.973547,51.4565797
Tasty Greek Souvlaki,Restaurant/Cafe/Canteen,20 Market Place,Reading,,RG1 2EG,5,2025-01-26,Reading,5,5,5,-0.9691692,51.4560466
Tasty States,Mobile caterer,Flat 3 Forbury House,Reading,,RG30 2QU,5,2026-09-02,Reading,5,5,0,,
Tea People,Retailers - other,115 Loverock Road,Reading,,RG30 1DZ,1,2026-03-25,Reading,15,15,20,-1.0045691,51.4623145
Teacups and Sugar Lumps,Other catering premises,,,,,5,2019-11-27,Reading,0,0,0,,
TeamSport Indoor Karting,Restaurant/Cafe/Canteen,Cradock Road,Reading,,RG2 0EE,5,2025-06-26,Reading,5,5,0,-0.9688563,51.43810815
Tech & Treats,Retailers - other,551 Oxford Road,Reading,,RG30 1HJ,AwaitingInspection,,Reading,,,,-1.0016697,51.4579647
Teng Hui,Takeaway/sandwich shop,343 Oxford Road,Reading,,RG30 1AY,5,2025-10-08,Reading,5,5,0,-0.9937356,51.4561434
Tequila Off Licence,Retailers - other,256-258 Oxford Road,Reading,,RG30 1AD,2,2024-06-28,Reading,15,10,10,-0.9930404,51.4563443
Terry's Takeaway,Takeaway/sandwich shop,437 Basingstoke Road,Reading,,RG2 0JF,4,2026-03-23,Reading,5,5,10,-0.9696024,51.4272134
Tesco,Retailers - supermarkets/hypermarkets,108 Bath Road,Reading,,RG30 2EU,5,2025-08-19,Reading,5,5,5,-1.0174853,51.4446822
Tesco,Retailers - supermarkets/hypermarkets,12 Tilehurst Road,Reading,,RG1 7TN,5,2025-02-09,Reading,5,5,5,-0.9852097,51.452482
Tesco,Retailers - supermarkets/hypermarkets,211 Oxford Road,Reading,Berkshire,RG1 7PX,5,2025-01-30,Reading,5,0,5,-0.98624277,51.45541984
Tesco,Retailers - supermarkets/hypermarkets,28-34 Oxford Road,Reading,Berkshire,RG1 7LA,5,2025-01-29,Reading,0,0,5,-0.9768092,51.4555112
Tesco,Retailers - supermarkets/hypermarkets,4 Market Place,Reading,,RG1 2EG,5,2025-01-29,Reading,0,5,0,-0.9690085,51.4555147
Tesco,Retailers - supermarkets/hypermarkets,55 Whitley Street,Reading,,RG2 0EG,5,2025-01-31,Reading,0,5,5,-0.96504,51.44506
Tesco,Retailers - supermarkets/hypermarkets,6-8 Crown Street,Reading,,,5,2025-03-02,Reading,5,5,5,,
Tesco,Retailers - supermarkets/hypermarkets,Buckingham Drive,Emmer Green,Reading,RG4 8RZ,5,2025-02-09,Reading,5,5,5,,
Tesco,Retailers - supermarkets/hypermarkets,Napier Road,Reading,,RG1 8DF,5,2019-09-17,Reading,5,5,0,-0.95658182,51.4597152
Tesco,Retailers - supermarkets/hypermarkets,Portman Road,Reading,,RG30 1AW,5,2025-10-31,Reading,0,5,5,-0.99295842,51.45978714
Tesco at Crown Collonade,Retailers - supermarkets/hypermarkets,London Road,Reading,,RG1 5BA,5,2025-10-29,Reading,5,5,0,,
Tesco Express,Retailers - supermarkets/hypermarkets,18-20 Church Street,Caversham,Reading,RG4 8AU,5,2025-02-09,Reading,5,5,5,-0.9752085,51.4678794
Tesco Express,Retailers - supermarkets/hypermarkets,203-205 Shinfield Road,Reading,,RG2 8HA,5,2025-02-11,Reading,5,5,5,-0.9455288,51.4283121
Tesco Family Dining at Tesco Customer Cafe,Restaurant/Cafe/Canteen,Napier Road,Reading,,RG1 8DF,5,2025-12-02,Reading,5,5,5,-0.95658182,51.4597152
Tesco Petrol Station,Retailers - other,Napier Road,Reading,,RG1 8DF,5,2025-03-02,Reading,5,5,5,-0.95658182,51.4597152
Tesco Petrol station,Retailers - other,Portman Road,Reading,,RG30 1AW,5,2025-02-09,Reading,5,5,5,-0.99295842,51.45978714
Tesco Reading Green Park Express,Retailers - supermarkets/hypermarkets,51b Flagstaff Road,Reading,,RG2 6BW,5,2025-01-31,Reading,0,0,0,-1.0006351,51.4270271
Tesco Stores,Retailers - supermarkets/hypermarkets,1 Palmer Street,Reading,,RG1 3GX,5,2025-06-23,Reading,0,0,0,-0.9621466,51.4569909
TG Jones,Retailers - other,39 Broad Street,Reading,,RG1 2AD,4,2025-07-07,Reading,5,10,5,-0.972613,51.4558701
Thai Corner,Restaurant/Cafe/Canteen,47 West Street,Reading,,RG1 1TT,3,2025-12-04,Reading,10,10,10,-0.9762717,51.4563788
Thai Prawn Crackers,Other catering premises,,,,,4,2025-10-30,Reading,0,0,10,,
Thai Table,Restaurant/Cafe/Canteen,8 Church Road,Caversham,Reading,RG4 7AD,5,2026-05-19,Reading,5,5,0,-0.9771369,51.4672668
ThaiGrr!,Restaurant/Cafe/Canteen,1d Queens Walk,Reading,,RG1 7QF,5,2026-06-09,Reading,5,5,5,-0.9773467,51.4547782
Thames Hospice Cafe - Reading,Restaurant/Cafe/Canteen,16a -16b Richfield Avenue,Reading,,RG1 8EQ,5,2025-03-12,Reading,5,0,5,-0.9849042,51.4636746
Thames Lido,Restaurant/Cafe/Canteen,Napier Road,Reading,,,5,2025-09-04,Reading,5,5,5,-0.95704701,51.45916409
Thames Valley School,School/college/university,2 Conwy Close,Tilehurst,Reading,RG30 4BZ,5,2025-11-11,Reading,5,5,5,-1.0283244,51.4526404
The Acai Club,Takeaway/sandwich shop,85 Kings Road,Reading,,RG1 3DD,5,2026-03-24,Reading,0,5,5,-0.9637659,51.4550458
The Ale House,Pub/bar/nightclub,2 Broad Street,Reading,,RG1 2BH,3,2026-04-23,Reading,10,10,10,-0.9702498,51.4553548
The Allied Arms,Pub/bar/nightclub,57 St Marys Butts,Reading,,RG1 2LG,5,2025-10-10,Reading,0,5,0,-0.9743649,51.4547615
The Atrium Cafe,Restaurant/Cafe/Canteen,Friar Street,Reading,,RG1 1EH,5,2025-07-01,Reading,5,5,5,-0.97701819,51.45651982
The Atrium Health Club,Other catering premises,Scours Lane,Tilehurst,Reading,RG30 6AY,1,2025-12-18,Reading,10,15,20,,
The Bakery Cottage,Other catering premises,19 Arbroath Road,Reading,,RG30 4EF,4,2026-02-16,Reading,5,0,10,-1.0147491,51.4574997
The Bap,Takeaway/sandwich shop,23-24 Market Place,Reading,,RG1 2DE,3,2025-08-06,Reading,10,10,10,-0.9697148,51.4561054
The Belfry Bakery,Other catering premises,,,,,5,2026-07-23,Reading,0,0,0,,
The Berkshire Independent Hospital,Hospitals/Childcare/Caring Premises,Wensley Road,Reading,Berkshire,RG1 6UZ,5,2026-04-14,Reading,5,5,5,,
The Biryani Lounge,Restaurant/Cafe/Canteen,89 Wokingham Road,Reading,,RG6 1LH,3,2026-07-07,Reading,10,10,10,-0.9368448,51.4486004
The Bite Sandwich and Coffee Bar at Milestone Way precinct,Takeaway/sandwich shop,Milestone Way,Caversham,Reading,RG4 8XW,5,2026-08-14,Reading,5,5,5,,
The Black Horse,Pub/bar/nightclub,16 Kidmore End Road,Emmer Green,Reading,RG4 8SE,5,2025-08-04,Reading,0,0,0,-0.9636116,51.4834864
The Blagrave Arms,Pub/bar/nightclub,35 Blagrave Street,Reading,,RG1 1PW,5,2025-08-21,Reading,0,0,0,-0.970704,51.4575618
The Botanist,Pub/bar/nightclub,Unit 1 1-5 Kings Street,Reading,,RG1 2HB,5,2024-08-02,Reading,5,5,5,-0.9693319,51.4552118
The Bounce Park Reading,Restaurant/Cafe/Canteen,River Academy 7 Richfield Avenue,Reading,,RG1 8EQ,5,2026-02-17,Reading,0,0,0,-0.9879576,51.4646333
The Boundary,Pub/bar/nightclub,21-23 St Marys Butts,Reading,,RG1 2LN,5,2025-08-09,Reading,5,5,5,-0.9748336,51.4543969
The Burger Society,Mobile caterer,Blue Collar Corner 15 Hosier Street,Reading,,RG1 7QL,5,2025-03-02,Reading,5,5,5,,
The Butchers Arms,Pub/bar/nightclub,9 Lower Armour Road,Tilehurst,Reading,RG31 6HH,4,2024-07-15,Reading,5,5,10,-1.0382798,51.4637825
The Butler,Pub/bar/nightclub,85-91 Chatham Street,Reading,,RG1 7DS,5,2024-03-21,Reading,5,5,5,-0.9809929,51.4560916
The Cakery Store,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
The Carey Centre,Restaurant/Cafe/Canteen,Anstey Road,Reading,,RG1 7JR,5,2026-02-11,Reading,0,5,0,-0.97890655,51.45247075
The Castle Tap Public House,Pub/bar/nightclub,120 Castle Street,Reading,,RG1 7RJ,5,2025-09-18,Reading,0,0,0,-0.9789904,51.4519244
The Charming Belle Desserts,Mobile caterer,Unit 5 Cantay House 29a Ardler Road Caversham,Reading,,RG4 5AE,5,2025-10-28,Reading,0,0,5,-0.9629444,51.4671778
The Chicken Shop,Other catering premises,19-23 King Street,Reading,,RG1 2HG,4,2026-03-14,Reading,5,10,5,-0.96969,51.45479
The Churros Kitchen,Restaurant/Cafe/Canteen,King Street,Reading,,RG1 2HG,5,2024-12-01,Reading,5,5,5,-0.9691883,51.45498625
The Clifton Arms,Other catering premises,12 Gosbrook Road Caversham,Reading,,RG4 8BS,4,2025-03-12,Reading,5,10,5,-0.971766,51.4673187
The Cocktail Club Reading,Pub/bar/nightclub,5 Gun Street,Reading,,RG1 2JR,2,2026-03-11,Reading,5,15,10,-0.9730762,51.453824
The Coconut Tree,Other catering premises,64-72 Kings Road,Reading,,RG1 3BJ,3,2025-10-14,Reading,10,10,10,-0.9656754,51.4546131
The Coffee Van - Civic Offices,Mobile caterer,Bridge Street,Reading,,RG1 2LU,5,2024-06-25,Reading,0,5,5,-0.97236539,51.45247823
The Coffee Van - Queen's Walk,Mobile caterer,Queens Walk,Reading,,RG1 7QF,5,2025-01-29,Reading,0,0,5,-0.9766547,51.45409195
The Coffee Van - Reading Station Pitch 1,Mobile caterer,Pitch 1 Trooper Potts Way,Reading,,RG1 8AL,5,2025-09-30,Reading,0,5,0,,
The Collective Caversham Ltd,Retailers - other,25 Church Road,Caversham,Reading,RG4 7AA,4,2026-06-19,Reading,5,10,5,-0.9779035,51.4677501
The Co-op,Retailers - supermarkets/hypermarkets,21 The Triangle Tilehurst,Reading,,RG30 4RN,5,2026-03-07,Reading,5,5,5,-1.0405967,51.457642
The Corn Stores,Restaurant/Cafe/Canteen,10 Forbury Road,Reading,,RG1 1SB,AwaitingInspection,,Reading,,,,-0.9698061,51.4578057
The Crown Caversham,Pub/bar/nightclub,3 Bridge Street Caversham,Reading,,RG4 8AA,5,2026-03-02,Reading,0,0,0,-0.976605,51.4665878
The Crucible Sports and Social Club,Pub/bar/nightclub,Unit 6 Richfield Avenue,Reading,,RG1 8EQ,4,2025-02-02,Reading,5,10,5,-0.9873349,51.4631201
The Curious Lounge,Restaurant/Cafe/Canteen,20 Tudor Road,Reading,,RG1 1NH,5,2025-03-05,Reading,5,0,5,-0.9762543,51.4590942
The Dairy at University of Reading,Restaurant/Cafe/Canteen,London Road,Reading,Berkshire,RG1 5AQ,5,2025-06-11,Reading,5,5,0,,
The Deli Van Man,Other catering premises,30 Ashcroft Close Caversham,Reading,,RG4 7NU,AwaitingInspection,,Reading,,,,-0.9873277,51.4803667
The E.F.T. Kitchen,Other catering premises,,,,,5,2025-08-15,Reading,0,5,5,,
The Eggfree Cake Box,Retailers - other,73 Wokingham Road,Reading,,RG6 1LH,5,2026-02-26,Reading,5,0,5,-0.937213,51.4488555
The Face Bar,Pub/bar/nightclub,Ambrose Place,Chatham Street,Reading,RG1 7RB,4,2024-03-20,Reading,5,10,5,,
The Festival Store Pizza and Sidez,Mobile caterer,81 South View Avenue,Caversham,Reading,RG4 5AJ,5,2026-04-25,Reading,0,0,0,-0.9628107,51.4686334
The Fishermans Cottage,Hotel/bed & breakfast/guest house,Kennet Side,Reading,,RG1 3DW,4,2026-01-07,Reading,5,10,5,,
The Fit Cookie,Retailers - other,15 West Street,Reading,,RG1 1TT,Exempt,,Reading,,,,-0.975405,51.4558766
The Food Warehouse Iceland,Retailers - supermarkets/hypermarkets,Rose Kiln Lane,Reading,,RG2 0SN,5,2025-02-26,Reading,5,5,0,,
The Foresters Arms,Pub/bar/nightclub,79 Brunswick Street,Reading,,RG1 6NY,3,2026-01-28,Reading,5,10,10,-0.9893682,51.4505577
The Golden Dragon,Takeaway/sandwich shop,230 Northumberland Avenue,Reading,,RG2 7QA,4,2025-06-11,Reading,5,10,5,-0.9627283,51.4328987
The Good Brothers,Other catering premises,183 Wokingham Road,Reading,,RG6 1LT,5,2026-01-07,Reading,5,5,0,-0.9318555,51.4428722
The Gorge Cafe,Restaurant/Cafe/Canteen,227 Caversham Road,Reading,,RG1 8BB,4,2025-10-30,Reading,5,10,5,-0.9778142,51.464656
The Greyfriar,Pub/bar/nightclub,53 Greyfriars Road,Reading,,RG1 1PA,3,2025-05-02,Reading,5,10,10,-0.9756869,51.4587206
The Griffin,Pub/bar/nightclub,10-12 Church Road,Caversham,Reading,RG4 7AD,5,2025-09-11,Reading,5,5,5,-0.9773372,51.4673225
The Grove Cafe at Meadway Precinct,Restaurant/Cafe/Canteen,Honey End Lane,Reading,,RG30 4AA,5,2024-10-03,Reading,5,5,5,,
The Hexagon,Restaurant/Cafe/Canteen,Queens Walk,Reading,,RG1 7UA,5,2025-03-07,Reading,0,5,0,,
The Hill Primary School,School/college/university,Peppard Road,Reading,,RG4 8TU,4,2025-02-05,Reading,5,5,10,-0.96334551,51.47929935
The Hop Leaf,Pub/bar/nightclub,163 Southampton Street,Reading,,RG1 2QZ,4,2017-11-08,Reading,5,10,5,-0.967471,51.4477501
The Hope Tap,Pub/bar/nightclub,99-102 Friar Street,Reading,,RG1 1EP,5,2026-03-11,Reading,0,5,0,,
The Hub,Restaurant/Cafe/Canteen,21 Cholmeley Road,Reading,,,5,2025-02-26,Reading,0,5,5,-0.9465357,51.4545594
The Hunger Hunt,Mobile caterer,258A Oxford Road,Reading,,RG30 1AD,AwaitingInspection,,Reading,,,,-0.9930404,51.4563443
"The Hut, Central Kebabs",Mobile caterer,39 St Marys Butts,Reading,,RG1 2LG,AwaitingInspection,,Reading,,,,,
The Kitchen at Reading College,School/college/university,Kings Road,Reading,,RG1 4HJ,5,2025-03-04,Reading,5,5,5,,
The Lantern Chef,Other catering premises,,,,,5,2026-06-12,Reading,5,5,5,,
The Last Crumb,Pub/bar/nightclub,76 Prospect Street,Caversham,Reading,RG4 8JN,4,2025-10-13,Reading,5,5,10,-0.9704083,51.4694379
The Lemon Plaice,Takeaway/sandwich shop,2 Norcot Road,Tilehurst,Reading,RG30 6BU,4,2024-10-12,Reading,5,5,10,-1.035728,51.4605514
The Link Cafe,Restaurant/Cafe/Canteen,28 School Road,Tilehurst,Reading,RG31 5AN,5,2025-05-22,Reading,0,0,5,-1.0380405,51.4601028
The Little Coffee Express,Mobile caterer,,,,,5,2024-11-08,Reading,0,0,0,,
The Little Desert Shop,Restaurant/Cafe/Canteen,43-45 Oxford Road,Reading,,RG1 7QG,AwaitingInspection,,Reading,,,,-0.9771698,51.4551337
The Lodge Day Nursery at Southcote Children's Centre,Hospitals/Childcare/Caring Premises,85 Coronation Square,Reading,,RG30 3QP,5,2025-07-08,Reading,0,5,0,-1.0122366,51.442516
The London Street Brasserie,Restaurant/Cafe/Canteen,2-4 London Street,Reading,Berkshire,RG1 2AG,5,2025-06-22,Reading,5,5,5,-0.9687,51.4539
The Mansion House,Pub/bar/nightclub,Liebenrood Road,Reading,,RG30 2ND,5,2026-06-29,Reading,5,5,0,-1.00633235,51.4504053
The Meme's Kitchen,Restaurant/Cafe/Canteen,57 Basingstoke Road,Reading,,RG2 0ER,3,2026-05-07,Reading,10,10,10,-0.9666099,51.4400096
The Moderation,Pub/bar/nightclub,213 Caversham Road,Reading,,RG1 8BB,3,2026-03-17,Reading,5,10,10,-0.977551,51.4641951
The Monks Retreat,Pub/bar/nightclub,163 Friar Street,Reading,,RG1 1HE,4,2026-07-06,Reading,5,10,5,-0.9706715,51.4564465
The Nags Head,Pub/bar/nightclub,5 Russell Street,Reading,,RG1 7XD,4,2025-08-05,Reading,5,10,5,-0.9822134,51.4545512
The National Meat Halal,Retailers - other,117-119 Oxford Road,Reading,,RG1 7UH,5,2026-04-10,Reading,5,5,5,-0.9809585,51.4548551
The New Red Lantern,Takeaway/sandwich shop,6 Norcot Road,Tilehurst,Reading,RG30 6BU,4,2026-05-01,Reading,0,5,10,-1.035614,51.4604966
The Nook,Restaurant/Cafe/Canteen,17-19 Valpy Street,Reading,,RG1 1AR,5,2026-03-06,Reading,0,5,5,-0.9696829,51.4575259
The Oasis,Restaurant/Cafe/Canteen,21 Baker Street,Reading,,RG1 7XT,5,2025-07-04,Reading,5,5,5,-0.9797522,51.4532619
The Original Gourmet Burger Co.,Restaurant/Cafe/Canteen,127 Wokingham Road,Reading,,RG6 1LH,5,2026-03-13,Reading,5,5,5,-0.9358238,51.4479527
The Outlook,Pub/bar/nightclub,76-78 Kings Road,Reading,,RG1 3BJ,5,2025-02-18,Reading,0,5,0,-0.9653449,51.4545922
The Pantry @ St Barnabas,Other catering premises,St Barnabas Elm Road,Reading,,RG6 5TS,4,2025-04-03,Reading,5,10,5,,
The Pantry Café & Kitchen at Museum and Town Hall,Restaurant/Cafe/Canteen,Blagrave Street,Reading,,RG1 1QH,5,2025-09-11,Reading,5,5,5,-0.9702131,51.45705925
the Pheasant Inn PH,Pub/bar/nightclub,225 Southampton Street,Reading,,RG1 2RB,2,2026-05-11,Reading,10,15,10,-0.9661621,51.4464528
The Plough Inn,Pub/bar/nightclub,78 School Road,Tilehurst,Reading,RG31 5AW,3,2025-05-21,Reading,10,10,10,-1.0406961,51.4583891
The Pondhouse,Pub/bar/nightclub,738 Oxford Road,Reading,,RG30 1EH,4,2025-09-10,Reading,10,0,10,-1.0083292,51.4601792
The Pop Inn,Retailers - supermarkets/hypermarkets,48 Erleigh Road,Reading,,RG1 5NA,4,2024-09-11,Reading,10,0,10,-0.949848,51.4494458
The Prince,Pub/bar/nightclub,111 School Road,Tilehurst,Reading,RG31 5BQ,5,2026-05-25,Reading,5,5,5,-1.0422429,51.4573857
The Progress Theatre,Retailers - other,The Mount,Reading,,RG1 5HL,Exempt,,Reading,,,,-0.95873401,51.44412793
The Purple Cake Company,Other catering premises,,,,,5,2026-01-30,Reading,0,0,0,,
The Queens Head,Pub/bar/nightclub,54 Christchurch Road,Reading,,RG2 7AZ,1,2026-07-21,Reading,15,15,20,-0.9565312,51.443045
The Quiet Ritual,Mobile caterer,38 Bedford Road,Reading,,RG1 7HS,AwaitingInspection,,Reading,,,,-0.9834918,51.4566125
The Railway Tavern,Pub/bar/nightclub,31 Greyfriars Road,Reading,,RG1 1PA,4,2026-06-04,Reading,5,10,5,-0.9758315,51.4580474
The Range,Retailers - other,Caversham Road,Reading,,RG1 8AL,5,2024-10-27,Reading,0,5,5,,
The Range,Retailers - other,Rose Kiln Lane,Reading,,RG2 0HS,5,2024-10-27,Reading,5,5,5,,
